title,lessonId,jlpt,turns
Chuyện bị hỏi đường,39,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""昨日"",""reading"":""きのう""},{""text"":""、""},{""kanji"":""外国人"",""reading"":""がいこくじん""},{""text"":""に""},{""kanji"":""道"",""reading"":""みち""},{""text"":""を""},{""kanji"":""聞"",""reading"":""き""},{""text"":""かれたんです。""}],""vi"":""Hôm qua, tôi đã bị người nước ngoài hỏi đường đấy.""},{""speaker"":""B"",""segments"":[{""kanji"":""私"",""reading"":""わたし""},{""text"":""も""},{""kanji"":""外国人"",""reading"":""がいこくじん""},{""text"":""に""},{""kanji"":""道"",""reading"":""みち""},{""text"":""を""},{""kanji"":""聞"",""reading"":""き""},{""text"":""かれて、""},{""kanji"":""困"",""reading"":""こま""},{""text"":""ったことがあります。""}],""vi"":""Tôi cũng từng bị người nước ngoài hỏi đường và đã gặp rắc rối rồi.""}]"
Tin chiến thắng bóng đá,39,N4,"[{""speaker"":""A"",""segments"":[{""text"":""サッカーの""},{""kanji"":""試合"",""reading"":""しあい""},{""text"":""、ベトナムが""},{""kanji"":""優勝"",""reading"":""ゆうしょう""},{""text"":""しましたね！""}],""vi"":""Trận bóng đá, Việt Nam đã vô địch rồi nhỉ!""},{""speaker"":""B"",""segments"":[{""text"":""はい！ニュースを""},{""kanji"":""聞"",""reading"":""き""},{""text"":""いてびっくりしました！""}],""vi"":""Vâng! Tôi đã rất ngạc nhiên khi nghe tin đấy!""}]"
Lời mời hẹn hò,39,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""日曜日"",""reading"":""にちようび""},{""text"":""、デートしませんか？""}],""vi"":""Chủ nhật này hẹn hò không?""},{""speaker"":""B"",""segments"":[{""text"":""すみません、""},{""kanji"":""日曜日"",""reading"":""にちようび""},{""text"":""は""},{""kanji"":""都合"",""reading"":""つごう""},{""text"":""が""},{""kanji"":""悪"",""reading"":""わる""},{""text"":""くていけません。""}],""vi"":""Xin lỗi, Chủ nhật tôi có việc bận (không thuận tiện) nên không đi được.""}]"
Giải bài tập,39,N4,"[{""speaker"":""A"",""segments"":[{""text"":""この""},{""kanji"":""問題"",""reading"":""もんだい""},{""text"":""がとけますか？""}],""vi"":""Bạn có giải được bài tập này không?""},{""speaker"":""B"",""segments"":[{""kanji"":""難"",""reading"":""むずか""},{""text"":""しくて、わかりません。""}],""vi"":""Vì khó quá nên tôi không hiểu.""}]"
Thầy đang nói gì vậy?,40,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""先生"",""reading"":""せんせい""},{""text"":""が""},{""kanji"":""何"",""reading"":""なに""},{""text"":""を""},{""kanji"":""話"",""reading"":""はな""},{""text"":""しているか、わかりますか？""}],""vi"":""Bạn có hiểu thầy đang nói gì không?""},{""speaker"":""B"",""segments"":[{""text"":""いいえ、よくわかりません。""}],""vi"":""Không, tôi không hiểu lắm.""}]"
Để chìa khóa ở đâu?,40,N4,"[{""speaker"":""A"",""segments"":[{""text"":""かぎはどこに""},{""kanji"":""置"",""reading"":""お""},{""text"":""いたか, ""},{""kanji"":""覚"",""reading"":""おぼ""},{""text"":""えていますか？""}],""vi"":""Bạn có nhớ đã để chìa khóa ở đâu không?""},{""speaker"":""B"",""segments"":[{""text"":""たぶん""},{""kanji"":""机"",""reading"":""つくえ""},{""text"":""の""},{""kanji"":""上"",""reading"":""うえ""},{""text"":""です。""}],""vi"":""Có lẽ ở trên bàn.""}]"
Xác nhận tin đồn,40,N4,"[{""speaker"":""A"",""segments"":[{""text"":""そのうわさは""},{""kanji"":""本当"",""reading"":""ほんとう""},{""text"":""かどうか, ""},{""kanji"":""調"",""reading"":""しら""},{""text"":""べましたか？""}],""vi"":""Bạn đã kiểm tra xem tin đồn đó có thật không?""},{""speaker"":""B"",""segments"":[{""text"":""まだ""},{""kanji"":""調"",""reading"":""しら""},{""text"":""べていません。""}],""vi"":""Tôi vẫn chưa kiểm tra.""}]"
Thử đôi giày mới,40,N4,"[{""speaker"":""A"",""segments"":[{""text"":""この""},{""kanji"":""靴"",""reading"":""くつ""},{""text"":""を""},{""kanji"":""履"",""reading"":""は""},{""text"":""いてみてください。""}],""vi"":""Hãy thử đôi giày này đi.""},{""speaker"":""B"",""segments"":[{""text"":""はい, ""},{""kanji"":""履"",""reading"":""は""},{""text"":""いてみます。""}],""vi"":""Vâng, tôi sẽ thử.""}]"
Đàn thử piano,40,N4,"[{""speaker"":""A"",""segments"":[{""text"":""そのピアノを""},{""kanji"":""弾"",""reading"":""ひ""},{""text"":""いてみたいんですが。""}],""vi"":""Tôi muốn thử chơi cây piano đó.""},{""speaker"":""B"",""segments"":[{""text"":""どうぞ。""}],""vi"":""Mời bạn.""}]"
Quà sinh nhật năm ngoái,41,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""去年"",""reading"":""きょねん""},{""text"":""の""},{""kanji"":""誕生日"",""reading"":""たんじょうび""},{""text"":""、なにをもらいましたか。""}],""vi"":""Sinh nhật năm ngoái bạn đã nhận được gì?""},{""speaker"":""B"",""segments"":[{""kanji"":""先生"",""reading"":""せんせい""},{""text"":""に""},{""kanji"":""本"",""reading"":""ほん""},{""text"":""をいただきました。""}],""vi"":""Tôi đã nhận được sách từ thầy giáo.""}]"
Biếu quà Tết cho giám đốc,41,N4,"[{""speaker"":""A"",""segments"":[{""text"":""お""},{""kanji"":""正月"",""reading"":""しょうがつ""},{""text"":""に""},{""kanji"":""何"",""reading"":""なに""},{""text"":""をしますか？""}],""vi"":""Bạn làm gì vào dịp Tết?""},{""speaker"":""B"",""segments"":[{""kanji"":""社長"",""reading"":""しゃちょう""},{""text"":""に""},{""kanji"":""日本酒"",""reading"":""にほんしゅ""},{""text"":""をさしあげます。""}],""vi"":""Tôi biếu rượu Nhật cho giám đốc.""}]"
Cho mèo ăn,41,N4,"[{""speaker"":""A"",""segments"":[{""text"":""なにをしているんですか？""}],""vi"":""Bạn đang làm gì thế?""},{""speaker"":""B"",""segments"":[{""kanji"":""猫"",""reading"":""ねco""},{""text"":""にえさをやります。""}],""vi"":""Tôi cho mèo ăn.""}]"
Quà mừng kết hôn,41,N4,"[{""speaker"":""A"",""segments"":[{""text"":""すてきな""},{""kanji"":""花瓶"",""reading"":""かびん""},{""text"":""ですね。""}],""vi"":""Cái bình hoa đẹp quá nhỉ.""},{""speaker"":""B"",""segments"":[{""kanji"":""田中部長"",""reading"":""たなかぶちょう""},{""text"":""が""},{""kanji"":""結婚"",""reading"":""けっこん""},{""text"":""のお""},{""kanji"":""祝"",""reading"":""いわ""},{""text"":""いにこの""},{""kanji"":""花瓶"",""reading"":""かびん""},{""text"":""をくださいました。""}],""vi"":""Trưởng phòng Tanaka đã tặng tôi cái bình hoa này làm quà mừng kết hôn.""}]"
Quà du lịch,41,N4,"[{""speaker"":""A"",""segments"":[{""text"":""それは""},{""kanji"":""何"",""reading"":""なに""},{""text"":""ですか？""}],""vi"":""Cái đó là cái gì vậy?""},{""speaker"":""B"",""segments"":[{""kanji"":""私"",""reading"":""わたし""},{""text"":""は""},{""kanji"":""旅行"",""reading"":""りょこう""},{""text"":""のお""},{""kanji"":""土"",""reading"":""み""},{""kanji"":""産"",""reading"":""やげ""},{""text"":""に""},{""kanji"":""人形"",""reading"":""にんぎょう""},{""text"":""を""},{""kanji"":""買"",""reading"":""か""},{""text"":""いました。""}],""vi"":""Tôi đã mua con búp bê để làm quà du lịch.""}]"
Dự định tương lai,42,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""将来"",""reading"":""しょうらい""},{""text"":""のために、""},{""kanji"":""何"",""reading"":""なに""},{""text"":""をしていますか？""}],""vi"":""Bạn đang làm gì cho tương lai?""},{""speaker"":""B"",""segments"":[{""kanji"":""将来"",""reading"":""しょうらい""},{""text"":""のために、""},{""kanji"":""貯金"",""reading"":""ちょきん""},{""text"":""しています。""}],""vi"":""Tôi đang tiết kiệm cho tương lai.""}]"
Học tiếng Nhật để làm gì,42,N4,"[{""speaker"":""A"",""segments"":[{""text"":""どうして""},{""kanji"":""日本語"",""reading"":""にほんご""},{""text"":""を""},{""kanji"":""勉強"",""reading"":""べんきょう""},{""text"":""しているんですか？""}],""vi"":""Tại sao bạn học tiếng Nhật?""},{""speaker"":""B"",""segments"":[{""kanji"":""将来"",""reading"":""しょうらい""},{""kanji"":""日本"",""reading"":""にほん""},{""text"":""で""},{""kanji"":""働"",""reading"":""はたら""},{""text"":""くために""},{""kanji"":""日本語"",""reading"":""にほんご""},{""text"":""を""},{""kanji"":""勉強"",""reading"":""べんきょう""},{""text"":""しています。""}],""vi"":""Tôi học tiếng Nhật để sau này làm việc ở Nhật.""}]"
Leo núi để giảm cân,42,N4,"[{""speaker"":""A"",""segments"":[{""text"":""どうして""},{""kanji"":""山"",""reading"":""やま""},{""text"":""に""},{""kanji"":""登"",""reading"":""のぼ""},{""text"":""るんですか？""}],""vi"":""Tại sao bạn leo núi?""},{""speaker"":""B"",""segments"":[{""text"":""ダイエットのために""},{""kanji"":""山登"",""reading"":""やまのぼ""},{""text"":""りをするんです。""}],""vi"":""Tôi leo núi để giảm cân.""}]"
Cuốn sách dùng để làm gì,42,N4,"[{""speaker"":""A"",""segments"":[{""text"":""その""},{""kanji"":""本"",""reading"":""ほん""},{""text"":""は""},{""kanji"":""何"",""reading"":""なに""},{""text"":""に""},{""kanji"":""使"",""reading"":""つか""},{""text"":""いますか？""}],""vi"":""Cuốn sách đó dùng để làm gì?""},{""speaker"":""B"",""segments"":[{""kanji"":""勉強"",""reading"":""べんきょう""},{""text"":""するのに""},{""kanji"":""使"",""reading"":""つか""},{""text"":""います。""}],""vi"":""Tôi dùng nó để học.""}]"
Đây là sách gì,42,N4,"[{""speaker"":""A"",""segments"":[{""text"":""それは""},{""kanji"":""何"",""reading"":""なん""},{""text"":""の""},{""kanji"":""本"",""reading"":""ほん""},{""text"":""ですか？""}],""vi"":""Đó là sách gì vậy?""},{""speaker"":""B"",""segments"":[{""kanji"":""辞書"",""reading"":""じしょ""},{""text"":""です。""},{""kanji"":""漢字"",""reading"":""かんじ""},{""text"":""を""},{""kanji"":""調"",""reading"":""しら""},{""text"":""べるのに""},{""kanji"":""役立"",""reading"":""やくだ""},{""text"":""ちます。""}],""vi"":""Đó là từ điển. Nó hữu ích để tra chữ Hán.""}]"
Dự báo thời tiết,43,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""明日"",""reading"":""あした""},{""text"":""は""},{""kanji"":""寒"",""reading"":""さむ""},{""text"":""くなりそうですか？""}],""vi"":""Ngày mai trời có vẻ sẽ lạnh nhỉ?""},{""speaker"":""B"",""segments"":[{""text"":""はい、""},{""kanji"":""寒"",""reading"":""さむ""},{""text"":""くなりそうです。""}],""vi"":""Vâng, có vẻ là sẽ lạnh.""}]"
Trời sắp mưa,43,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""天気"",""reading"":""てんき""},{""text"":""が""},{""kanji"":""悪"",""reading"":""わる""},{""text"":""いですね。""}],""vi"":""Thời tiết xấu nhỉ.""},{""speaker"":""B"",""segments"":[{""text"":""そうですね。""},{""kanji"":""雨"",""reading"":""あめ""},{""text"":""が""},{""kanji"":""降"",""reading"":""ふ""},{""text"":""りそうですね。""}],""vi"":""Đúng vậy nhỉ. Trông có vẻ sắp mưa rồi nhỉ.""}]"
Hoa anh đào sắp nở,43,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""暖"",""reading"":""あたた""},{""text"":""かくなってきましたね。""}],""vi"":""Trời đã bắt đầu ấm lên rồi nhỉ.""},{""speaker"":""B"",""segments"":[{""text"":""はい、もうすぐ""},{""kanji"":""桜"",""reading"":""さくら""},{""text"":""が""},{""kanji"":""咲"",""reading"":""さ""},{""text"":""きそうですね。""}],""vi"":""Vâng, hoa anh đào có vẻ sắp nở rồi nhỉ.""}]"
Lời mời ăn thử,43,N4,"[{""speaker"":""A"",""segments"":[{""text"":""よかったら、これどうぞ。""}],""vi"":""Nếu được, mời bạn dùng cái này.""},{""speaker"":""B"",""segments"":[{""kanji"":""美"",""reading"":""お""},{""kanji"":""味"",""reading"":""い""},{""text"":""しそうですね！ありがとうございます！""}],""vi"":""Trông ngon quá nhỉ! Xin cảm ơn bạn!""}]"
Đề nghị giúp đỡ,43,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""重"",""reading"":""おも""},{""text"":""そうですね。""},{""kanji"":""持"",""reading"":""も""},{""text"":""ちましょうか？""}],""vi"":""Trông có vẻ nặng nhỉ. Để tôi cầm giúp nhé?""},{""speaker"":""B"",""segments"":[{""text"":""はい、ありがとうございます。""}],""vi"":""Vâng, xin cảm ơn bạn.""}]"
Lý do mệt mỏi,44,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""疲"",""reading"":""つか""},{""text"":""れていますね？""}],""vi"":""Bạn đang mệt phải không?""},{""speaker"":""B"",""segments"":[{""text"":""はい、""},{""kanji"":""勉"",""reading"":""べん""},{""kanji"":""強"",""reading"":""きょう""},{""text"":""しすぎました。""}],""vi"":""Vâng, tôi đã học quá nhiều.""}]"
Hậu quả của việc uống rượu,44,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""頭"",""reading"":""あたま""},{""text"":""が""},{""kanji"":""痛"",""reading"":""いた""},{""text"":""いんですか？""}],""vi"":""Bạn bị đau đầu à?""},{""speaker"":""B"",""segments"":[{""text"":""ゆうべお""},{""kanji"":""酒"",""reading"":""さけ""},{""text"":""を""},{""kanji"":""飲"",""reading"":""の""},{""text"":""みすぎました。""}],""vi"":""Tối qua tôi đã uống quá nhiều rượu.""}]"
Đau bụng do ăn quá nhiều,44,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""お腹"",""reading"":""なか""},{""text"":""が""},{""kanji"":""痛"",""reading"":""いた""},{""text"":""いんですか？""}],""vi"":""Bạn bị đau bụng à?""},{""speaker"":""B"",""segments"":[{""text"":""はい、""},{""kanji"":""食"",""reading"":""た""},{""text"":""べ""},{""kanji"":""過"",""reading"":""す""},{""text"":""ぎました。""}],""vi"":""Vâng, tôi đã ăn quá nhiều.""}]"
Đánh giá máy tính,44,N4,"[{""speaker"":""A"",""segments"":[{""text"":""そのパソコンは""},{""kanji"":""使"",""reading"":""つか""},{""text"":""いやすいですか？""}],""vi"":""Cái máy tính đó có dễ dùng không?""},{""speaker"":""B"",""segments"":[{""text"":""はい、""},{""kanji"":""使"",""reading"":""つか""},{""text"":""いやすいです。""}],""vi"":""Vâng, dễ dùng lắm.""}]"
Đánh giá chữ viết,44,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""私"",""reading"":""わたし""},{""text"":""の""},{""kanji"":""字"",""reading"":""じ""},{""text"":""は""},{""kanji"":""見"",""reading"":""み""},{""text"":""やすいですか？""}],""vi"":""Chữ của tôi có dễ nhìn không?""},{""speaker"":""B"",""segments"":[{""text"":""はい、""},{""kanji"":""見"",""reading"":""み""},{""text"":""やすいです。""}],""vi"":""Vâng, dễ nhìn lắm.""}]"
Khi xảy ra hỏa hoạn,45,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""火事"",""reading"":""かじ""},{""text"":""が""},{""kanji"":""起"",""reading"":""お""},{""text"":""きた""},{""kanji"":""場合"",""reading"":""ばあい""},{""text"":""は、どうしますか？""}],""vi"":""Nếu xảy ra hỏa hoạn thì bạn sẽ làm gì?""},{""speaker"":""B"",""segments"":[{""text"":""119に""},{""kanji"":""電話"",""reading"":""でんわ""},{""text"":""します。""}],""vi"":""Tôi sẽ gọi số 119.""}]"
Xe máy bị hỏng,45,N4,"[{""speaker"":""A"",""segments"":[{""text"":""バイク가""},{""kanji"":""故障"",""reading"":""こしょう""},{""text"":""した""},{""kanji"":""場合"",""reading"":""ばあい""},{""text"":""は、どうしますか？""}],""vi"":""Nếu xe máy bị hỏng thì bạn sẽ làm gì?""},{""speaker"":""B"",""segments"":[{""kanji"":""修理"",""reading"":""しゅうり""},{""text"":""してもらいます。""}],""vi"":""Tôi sẽ nhờ người sửa.""}]"
Buổi hẹn hôm qua,45,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""昨日"",""reading"":""きのう""},{""text"":""のデートはどうでしたか？""}],""vi"":""Buổi hẹn hò hôm qua thế nào?""},{""speaker"":""B"",""segments"":[{""kanji"":""昨日"",""reading"":""きのう""},{""kanji"":""約束"",""reading"":""やくそく""},{""text"":""したのに、""},{""kanji"":""彼女"",""reading"":""かのじょ""},{""text"":""は""},{""kanji"":""来"",""reading"":""き""},{""text"":""ませんでした。""}],""vi"":""Mặc dù đã hẹn từ hôm qua nhưng cô ấy đã không đến.""}]"
Nhà hàng mới,45,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""新"",""reading"":""あたら""},{""text"":""しいお""},{""kanji"":""店"",""reading"":""みせ""},{""text"":""、どうだった？""}],""vi"":""Nhà hàng mới thế nào?""},{""speaker"":""B"",""segments"":[{""text"":""いやー、""},{""kanji"":""値段"",""reading"":""ねだん""},{""text"":""が""},{""kanji"":""高"",""reading"":""たか""},{""text"":""いのに、ぜんぜんおいしくなかったよ。""}],""vi"":""Giá thì đắt nhưng lại chẳng ngon chút nào.""}]"
Đỗ kỳ thi JLPT,45,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""日本語能力試験"",""reading"":""にほんごのうりょくしけん""},{""text"":""、""},{""kanji"":""合格"",""reading"":""ごうかく""},{""text"":""しましたー！""}],""vi"":""Tôi đỗ kỳ thi năng lực tiếng Nhật rồi!""},{""speaker"":""B"",""segments"":[{""text"":""え！""},{""kanji"":""1年"",""reading"":""いちねん""},{""text"":""しか""},{""kanji"":""勉強"",""reading"":""べんきょう""},{""text"":""していないのに、""},{""kanji"":""合格"",""reading"":""ごうかく""},{""text"":""したんですか？！""}],""vi"":""Hả! Mới học có một năm mà đã đỗ rồi sao?!""}]"
Hỏi về việc ăn trưa,46,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""由佳"",""reading"":""ゆか""},{""text"":""さん、""},{""kanji"":""昼"",""reading"":""ひる""},{""text"":""ごはんを""},{""kanji"":""食"",""reading"":""た""},{""text"":""べましたか？""}],""vi"":""Bạn Yuka đã ăn cơm trưa chưa?""},{""speaker"":""B"",""segments"":[{""text"":""いいえ、いまから""},{""kanji"":""食"",""reading"":""た""},{""text"":""べるところです。""}],""vi"":""Chưa, bây giờ tôi chuẩn bị ăn.""}]"
Hỏi về bài tập,46,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""宿題"",""reading"":""しゅくだい""},{""text"":""は""},{""kanji"":""終"",""reading"":""お""},{""text"":""わりましたか？""}],""vi"":""Bài tập đã xong chưa?""},{""speaker"":""B"",""segments"":[{""text"":""いまからするところです。""}],""vi"":""Bây giờ tôi chuẩn bị làm.""}]"
Xác nhận rời nhà,46,N4,"[{""speaker"":""A"",""segments"":[{""text"":""もしもし、もう""},{""kanji"":""家"",""reading"":""いえ""},{""text"":""をでましたか？""}],""vi"":""Alo, bạn đã ra khỏi nhà chưa?""},{""speaker"":""B"",""segments"":[{""text"":""すみません、いまから""},{""kanji"":""出"",""reading"":""で""},{""text"":""るところです。""}],""vi"":""Xin lỗi, bây giờ tôi chuẩn bị đi đây.""}]"
Điện thoại mới,46,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""新"",""reading"":""あたら""},{""text"":""しい""},{""kanji"":""携帯"",""reading"":""けいたい""},{""text"":""ですね。""}],""vi"":""Điện thoại mới nhỉ.""},{""speaker"":""B"",""segments"":[{""text"":""はい、""},{""kanji"":""昨日"",""reading"":""きのう""},{""kanji"":""買"",""reading"":""か""},{""text"":""ったばかりなんです。""}],""vi"":""Vâng, tôi vừa mới mua hôm qua.""}]"
Lý do buồn ngủ,46,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""眠"",""reading"":""ねむ""},{""text"":""そうですね。""}],""vi"":""Trông bạn có vẻ buồn ngủ nhỉ.""},{""speaker"":""B"",""segments"":[{""text"":""はい、ご""},{""kanji"":""飯"",""reading"":""はん""},{""text"":""を""},{""kanji"":""食"",""reading"":""た""},{""text"":""べたばかりなんです。""}],""vi"":""Vâng, tôi vừa mới ăn cơm xong.""}]"
Dự báo thời tiết,47,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""明日"",""reading"":""あした""},{""text"":""の""},{""kanji"":""天気"",""reading"":""てんき""},{""text"":""はどうですか？""}],""vi"":""Thời tiết ngày mai thế nào?""},{""speaker"":""B"",""segments"":[{""kanji"":""天気予報"",""reading"":""てんきよほう""},{""text"":""によると、""},{""kanji"":""明日"",""reading"":""あした""},{""text"":""は""},{""kanji"":""寒"",""reading"":""さむ""},{""text"":""くなるそうです。""}],""vi"":""Theo dự báo thời tiết, nghe nói ngày mai trời sẽ trở nên lạnh.""}]"
Tin tức đội tuyển,47,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""今朝"",""reading"":""けさ""},{""text"":""の""},{""kanji"":""新聞"",""reading"":""しんぶん""},{""text"":""、""},{""kanji"":""見"",""reading"":""み""},{""text"":""ましたか？""}],""vi"":""Bạn đã xem tờ báo sáng nay chưa?""},{""speaker"":""B"",""segments"":[{""text"":""はい、ベトナムが""},{""kanji"":""優勝"",""reading"":""ゆうしょう""},{""text"":""したそうですね。""}],""vi"":""Vâng, nghe nói Việt Nam đã vô địch nhỉ.""}]"
Chuyện nghỉ việc,47,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""彼"",""reading"":""かれ""},{""text"":""の""},{""kanji"":""話"",""reading"":""はな""},{""text"":""、""},{""kanji"":""聞"",""reading"":""き""},{""text"":""きましたか？""}],""vi"":""Bạn đã nghe chuyện của anh ấy chưa?""},{""speaker"":""B"",""segments"":[{""text"":""はい、""},{""kanji"":""会社"",""reading"":""かいしゃ""},{""text"":""を""},{""kanji"":""辞"",""reading"":""や""},{""text"":""めるそうですね。""}],""vi"":""Vâng, nghe nói anh ấy sẽ nghỉ việc nhỉ.""}]"
Tiếng bước chân,47,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""足音"",""reading"":""あしおと""},{""text"":""がしますね。""}],""vi"":""Có tiếng bước chân nhỉ.""},{""speaker"":""B"",""segments"":[{""kanji"":""誰"",""reading"":""だれ""},{""text"":""かこっちへ""},{""kanji"":""来"",""reading"":""く""},{""text"":""るようです。""}],""vi"":""Dường như có ai đó đang đi về phía này.""}]"
Mùi thức ăn,47,N4,"[{""speaker"":""A"",""segments"":[{""text"":""いい""},{""kanji"":""匂"",""reading"":""にお""},{""text"":""いがしますね. ""}],""vi"":""Có mùi thơm nhỉ.""},{""speaker"":""B"",""segments"":[{""kanji"":""誰"",""reading"":""だれ""},{""text"":""かが""},{""kanji"":""料理"",""reading"":""りょうり""},{""text"":""を""},{""kanji"":""作"",""reading"":""つく""},{""text"":""っているようですね。""}],""vi"":""Dường như có ai đó đang nấu ăn nhỉ.""}]"
Xin về sớm,48,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""顔色"",""reading"":""かおいろ""},{""text"":""が""},{""kanji"":""悪"",""reading"":""わる""},{""text"":""いね。""}],""vi"":""Sắc mặt bạn không tốt nhỉ.""},{""speaker"":""B"",""segments"":[{""text"":""すみません、""},{""kanji"":""部長"",""reading"":""ぶちょう""},{""text"":""。""},{""kanji"":""今日"",""reading"":""きょう""},{""text"":""は""},{""kanji"":""帰"",""reading"":""かえ""},{""text"":""らせて""},{""kanji"":""頂"",""reading"":""いただ""},{""text"":""けませんか？""}],""vi"":""Xin lỗi trưởng phòng. Hôm nay cho phép tôi về sớm được không ạ?""}]"
Xin nghỉ đi đám cưới,48,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""先生"",""reading"":""せんせい""},{""text"":""、""},{""kanji"":""明日休"",""reading"":""あしたやす""},{""text"":""ませていただけませんか。""},{""kanji"":""友達"",""reading"":""ともだち""},{""text"":""の""},{""kanji"":""結婚式"",""reading"":""けっこんしき""},{""text"":""なんです。""}],""vi"":""Thưa thầy, ngày mai cho phép em nghỉ được không ạ? Mai là đám cưới của bạn em.""},{""speaker"":""B"",""segments"":[{""text"":""それはおめでとうございます。はい、いいですよ。""}],""vi"":""Ồ, chúc mừng nhé. Được chứ, đồng ý.""}]"
Chụp ảnh thú cưng,48,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""可愛"",""reading"":""かわい""},{""text"":""い""},{""kanji"":""犬"",""reading"":""いぬ""},{""text"":""ですね！""},{""kanji"":""写真"",""reading"":""しゃしん""},{""text"":""を""},{""kanji"":""撮"",""reading"":""と""},{""text"":""らせていただけませんか？""}],""vi"":""Chú chó đáng yêu quá! Cho phép tôi chụp ảnh được không ạ?""},{""speaker"":""B"",""segments"":[{""text"":""はい、どうぞ！""}],""vi"":""Vâng, mời bạn!""}]"
Công việc hiện tại,49,N4,"[{""speaker"":""A"",""segments"":[{""text"":""今、""},{""kanji"":""何"",""reading"":""なん""},{""text"":""の""},{""kanji"":""仕"",""reading"":""し""},{""kanji"":""事"",""reading"":""ごと""},{""text"":""をなさっていますか。""}],""vi"":""Bây giờ bác đang làm công việc gì ạ?""},{""speaker"":""B"",""segments"":[{""text"":""今、""},{""kanji"":""日本語"",""reading"":""にほんご""},{""text"":""を""},{""kanji"":""教"",""reading"":""おし""},{""text"":""えています。""}],""vi"":""Bây giờ tôi đang dạy tiếng Nhật.""}]"
Vị trí hiện tại,49,N4,"[{""speaker"":""A"",""segments"":[{""text"":""今、どこにいらっしゃいますか。""}],""vi"":""Bây giờ ngài đang ở đâu ạ?""},{""speaker"":""B"",""segments"":[{""text"":""はい、今、""},{""kanji"":""事務"",""reading"":""じむ""},{""kanji"":""所"",""reading"":""しょ""},{""text"":""にいます。""}],""vi"":""Vâng, bây giờ tôi đang ở văn phòng.""}]"
Mời uống nước,49,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""仕事"",""reading"":""しごと""},{""text"":""、""},{""kanji"":""終"",""reading"":""お""},{""text"":""わりました。""}],""vi"":""Công việc đã xong rồi.""},{""speaker"":""B"",""segments"":[{""text"":""お""},{""kanji"":""疲"",""reading"":""つか""},{""text"":""れ""},{""kanji"":""様"",""reading"":""さま""},{""text"":""です。""},{""kanji"":""嶋川"",""reading"":""しまかわ""},{""kanji"":""先生"",""reading"":""せんせい""},{""text"":""、お""},{""kanji"":""水"",""reading"":""みず""},{""text"":""を""},{""kanji"":""召"",""reading"":""め""},{""text"":""し""},{""kanji"":""上"",""reading"":""あ""},{""text"":""がりますか。""}],""vi"":""Bác đã vất vả rồi. Thầy Shimakawa có dùng nước không ạ?""},{""speaker"":""A"",""segments"":[{""text"":""はい、""},{""kanji"":""飲"",""reading"":""の""},{""text"":""みます。ありがとうございます。""}],""vi"":""Vâng, tôi uống. Xin cảm ơn.""}]"
Lời nhắn của thầy Hải,49,N4,"[{""speaker"":""A"",""segments"":[{""kanji"":""嶋川"",""reading"":""しまかわ""},{""kanji"":""先生"",""reading"":""せんせい""},{""text"":""、ズン""},{""kanji"":""先生"",""reading"":""せんせい""},{""text"":""はさっきなんととおっしゃっていましたか。""}],""vi"":""Thầy Shimakawa ơi, lúc nãy thầy Hải đã nói gì thế ạ?""},{""speaker"":""B"",""segments"":[{""text"":""あ、""},{""kanji"":""昨日"",""reading"":""きのう""},{""text"":""の""},{""kanji"":""仕事"",""reading"":""しごと""},{""kanji"":""終"",""reading"":""お""},{""text"":""わったかって""},{""kanji"":""聞"",""reading"":""き""},{""text"":""いていました。""}],""vi"":""À, thầy ấy đã hỏi là công việc hôm qua đã xong chưa.""},{""speaker"":""A"",""segments"":[{""text"":""そうですか。""}],""vi"":""Vậy ạ.""}]"
