word,kanji,meaning,jlptLevel,lesson_number
[ボタンを～]おす,[ボタンを～]押す,"bấm, ấn [nút]",N5,16
[でんしゃに～]のる,[電車に～]乗る,"đi, lên [tàu]",N5,16
[だいがくに～]はいる,[大学に～]入る,"vào, nhập học [đại học]",N5,16
[だいがくを～]でる,[大学を～]出る,"ra, tốt nghiệp [đại học]",N5,16
[でんしゃを～]のりかえる,[電車を～]乗り換える,"chuyển, đổi [tàu]",N5,16
[シャワーを～]あびる,[シャワーを～]浴びる,tắm [vòi hoa sen],N5,16
いれる,入れる,"cho vào, bỏ vào",N5,16
[でんしゃを～]おりる,[電車を～]降りる,xuống [tàu],N5,16
まず,,"trước hết, đầu tiên",N5,16
はじめに,初めに,ban đầu,N5,16
つぎに,次に,tiếp theo,N5,16
みがく,磨く,"đánh, mài",N5,16
えらぶ,選ぶ,chọn lựa,N5,16
おてら,お寺,đền chùa,N5,16
じんじゃ,神社,đền thờ thần đạo,N5,16
ひろい,広い,rộng,N5,17
せまい,狭い,"hẹp, chật",N5,17
いたい,痛い,đau,N5,17
もんだい,問題,vấn đề,N5,17
こたえ,答え,câu trả lời,N5,17
にもつ,荷物,hành lý,N5,17
きんえん,禁煙,cấm hút thuốc,N5,17
じゅんび,準備,chuẩn bị,N5,17
ざんぎょう,残業,làm thêm giờ,N5,17
びょうき,病気,"ốm, bệnh",N5,17
うわぎ,上着,áo khoác,N5,17
したぎ,下着,đồ lót,N5,17
キャベツ,,bắp cải,N5,17
はらう,払う,trả tiền,N5,17
なくす,,"mất, đánh mất",N5,17
せんたくする,洗濯する,giặt,N5,17
れんしゅうする,練習する,"luyện tập, thực hành",N5,17
しょうらい,将来,tương lai,N5,17
いちど,一度,một lần,N5,17
いちども,一度も,chưa lần nào,N5,17
だんだん,段々,dần dần,N5,17
もうすぐ,,sắp,N5,17
きたない,汚い,bẩn,N5,17
かちょう,課長,tổ trưởng,N5,18
ぶちょう,部長,trưởng phòng,N5,18
しゃちょう,社長,giám đốc,N5,18
ピアノ,,đàn Piano,N5,18
しゅみ,趣味,"sở thích, thú vui",N5,18
ぞう,象,con voi,N5,18
とり,鳥,chim,N5,18
へえ,,Thế à! (dùng để biểu thị sự ngạc nhiên hoặc quan tâm),N5,18
たいしかん,大使館,đại sứ quán,N5,18
こくさい,国際,quốc tế,N5,18
あらう,洗う,rửa,N5,18
うたう,歌う,hát,N5,18
ひく,弾く,"chơi (nhạc cụ: piano, gita…..)",N5,18
とる,取る,"lấy, chuyển",N5,18
できる,,có thể,N5,18
すてる,捨てる,vứt đi,N5,18
しらべる,調べる,"tìm hiểu, điều tra, xem",N5,18
あつめる,集める,"thu thập, sưu tầm",N5,18
うんてんする,運転する,lái,N5,18
よやくする,予約する,"đặt chỗ, đặt trước",N5,18
けんがくする,見学する,tham quan với mục đích học tập,N5,18
それはおもしろいですね。,それは面白いですね。,Hay thật nhỉ!,N5,18
なかなか,,"khó mà, mãi mà (dùng với thể phủ định)",N5,18
ぜひ,是非,"nhất định, rất",N5,18
さどう,茶道,trà đạo,N5,19
キス,,"nụ hôn, hôn",N5,19
かれし,彼氏,bạn trai,N5,19
デート,,hẹn hò,N5,19
そろそろ,,sắp sửa,N5,19
[やまに～]のぼる,[山に～]登る,leo [núi],N5,19
[ホテルに～]とまる,[ホテルに～]泊まる,trọ [ở khách sạn],N5,19
なる,,"trở thành, trở nên",N5,19
そうじする,掃除する,dọn vệ sinh,N5,19
ぼく,僕,"tôi, tớ",N5,20
きみ,君,"cậu, bạn",N5,20
～くん,～君,"anh ~, cậu ~",N5,20
ビザ,,"visa, thị thực",N5,20
どっち,,"phía nào, chỗ nào (cách nói thân mật của どちら)",N5,20
[ビザが～]いる,[ビザが～]要る,cần [visa],N5,20
なおす,直す,"sửa, chữa",N5,20
しゅうりする,修理する,"sửa chữa, tu sửa (máy móc)",N5,20
でんわする,電話する,gọi điện thoại,N5,20
～けど,,"~, nhưng (cách nói thân mật của が)",N5,20
うん,,ừ (cách nói thân mật của はい),N5,20
ううん,,không (cách nói thân mật của いいえ),N5,20
はじめ,初め,"ban đầu, lúc đầu",N5,20
おわり,終わり,kết thúc,N5,20
ちょうみりょう,調味料,gia vị,N5,20
おす,お酢,dấm,N5,20
しょうゆ,,nước tương,N5,20
みそ,味噌,miso,N5,20
こしょう,胡椒,hạt tiêu,N5,20
ふべん[な],不便[な],bất tiện,N5,21
だいじょうぶ[な],大丈夫[な],"không sao, không vấn đề",N5,21
むすこ,息子,con trai mình,N5,21
むすめ,娘,con gái (mình),N5,21
ゆうしょく,夕食,cơm chiều,N5,21
くも,雲,mây,N5,21
せいじ,政治,chính trị,N5,21
しあい,試合,trận đấu,N5,21
いけん,意見,ý kiến,N5,21
[お]はなし,[お]話,câu chuyện,N5,21
こうつう,交通,"giao thông, đi lại",N5,21
とうろく,登録,sự đăng ký,N5,21
おもう,思う,nghĩ,N5,21
いう,言う,nói,N5,21
やくにたつ,役に立つ,giúp ích,N5,21
ある,有る,có,N5,21
かつ,勝つ,thắng,N5,21
まける,負ける,thua,N5,21
たりる,足りる,đủ,N5,21
きをつける,気を付ける,"chú ý, bảo trọng",N5,21
さいきん,最近,gần đây,N5,21
たぶん,多分,"chắc, có lẽ",N5,21
きっと,,"chắc chắn, nhất định",N5,21
ほんとうに,本当に,thật sự,N5,21
そんなに,,(không)~ lắm,N5,21
～について,,về ~,N5,21
しかたがありません,仕方がありません,không còn cách nào khác,N5,21
たいへん[な],大変[な],"khó khăn, vất vả",N5,22
たいふう,台風,bão,N5,22
おみやげ,お土産,quà,N5,22
スーツ,,com-lê,N5,22
セーター,,áo len,N5,22
めがね,眼鏡,kính,N5,22
ひ,日,ngày,N5,22
おしいれ,押入れ,tủ âm tường,N5,22
ちず,地図,bản đồ,N5,22
[お]てら,[お]寺,chùa,N5,22
はく,履く,"đi [giày], xỏ [tất], mặc [quần]",N5,22
[ぼうしを～]かぶる,[帽子を～]被る,đội mũ,N5,22
[シャツを～]きる,[シャツを～]着る,mặc [áo sơ mi],N5,22
[めがねを～]かける,[眼鏡を～]かける,đeo kính,N5,22
うまれる,生まれる,được sinh ra,N5,22
よく,,"thường, hay",N5,22
おめでとうございます。,,Chúc mừng!,N5,22
うーん,,Ừ ~/ Để tôi xem/ Thế nào nhỉ!,N5,22
おこる,怒る,nổi giận,N5,22
おかし,お菓子,bánh kẹo,N5,22
コンビニ,,cửa hàng tiện lợi,N5,22
ふくしゅうする,復習する,ôn bài,N5,22
ながい,長い,dài,N5,23
みじかい,短い,ngắn,N5,23
おと,音,âm thanh,N5,23
こうさてん,交差点,ngã tư,N5,23
しんごう,信号,đèn tín hiệu,N5,23
はし,橋,cầu,N5,23
ちゅうしゃじょう,駐車場,bãi đỗ xe,N5,23
ほけんしょう,保険証,thẻ bảo hiểm,N5,23
こまかいおかね,細かいお金,tiền lẻ,N5,23
でんち,電池,pin,N5,23
サイズ,,kích cỡ,N5,23
かど,角,góc,N5,23
～め,～目,"thứ ~ , số ~ (biểu thị thứ tự)",N5,23
[せんせいに～]きく,[先生に～]聞く,hỏi [giáo viên],N5,23
ひく,引く,kéo,N5,23
うごく,動く,chuyển động,N5,23
あるく,歩く,đi bộ,N5,23
さわる,触る,"sờ, chạm vào",N5,23
わたる,渡る,"đi qua, băng qua",N5,23
かえる,変える,đổi,N5,23
つかれる,疲れる,mệt mỏi,N5,23
ちゅういする,注意する,chú ý,N5,23
まっすぐ,,thẳng,N5,23
[お]べんとう,[お]弁当,cơm hộp,N5,24
ようふく,洋服,"quần áo, đồ Âu",N5,24
おおさかじょう,大阪城,Thành Osaka,N5,24
つれていく,連れて行く,dẫn đi,N5,24
つれてくる,連れて来る,dẫn đến,N5,24
[コーヒを～]いれる,,pha [cà phê],N5,24
くれる,,cho (tôi),N5,24
しょうかいする,紹介する,giới thiệu,N5,24
あんないする,案内する,"hướng dẫn, giới thiệu, dẫn đường",N5,24
せつめいする,説明する,"giải thích, trình bày",N5,24
ぜんぶ,全部,"toàn bộ, tất cả",N5,24
おはなしをします,お話をします,kể chuyện,N5,24
ゆびわ,指輪,nhẫn,N5,24
こうじょう,工場,công trường,N5,24
ふるさと,故郷,quê,N5,24
からだ,体,cơ thể,N5,25
ちょうし,調子,"tình trạng (sức khỏe, máy móc)",N5,25
グループ,,"nhóm, đoàn",N5,25
チャンス,,cơ hội,N5,25
にほんせい,日本製,hàng Nhật (có xuất xứ từ Nhật),N5,25
[えきに～]つく,[駅に～]着く,đến [ga],N5,25
かんがえる,考える,"nghĩ, suy nghĩ",N5,25
りゅうがくする,留学する,du học,N5,25
からだにいい,体にいい,tốt cho sức khỏe,N5,25
もし[～たら],,nếu (~ thì),N5,25
いくら[～ても],,"cho dù, thế nào (~ đi nữa)",N5,25
きゅうりょう,給料,lương,N5,25
めがさめる,目が覚める,tỉnh giấc,N5,25
